experiment_id,model,method,baseline,trace_id,prompt_id,task,seed,L_bf16,L_static,L_method,recoverable_gap,no_gap_flag,recovery_unclipped,recovery_clipped_optional,tokens_generated,final_decode_position,notes
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,7,opencompass_AIME2025_I_7,AIME-2025,,0.0009341512697222942,0.011591499201476396,0.015057208200130345,0.010724353235221251,False,-0.32749742861470765,0.0,512,10000,perplexity_bf16=1.000934587724914; perplexity_static=1.0116589409601353; perplexity_method=1.015171139068226
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.1797075155621144,0.15653844809851214,False,0.24072595270878616,0.24072595270878616,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1968672468786028
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.19531906958601547,0.15653844809851214,False,0.12042598498579371,0.12042598498579371,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.2156988171322611
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.19680638927478117,0.15653844809851214,False,0.10886666450613691,0.10886666450613691,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.21750829522122
17_mpred,Granite/DeepSeek/Falcon,mpred_top5_alpha_0_95,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.2175056163976128,0.15653844809851214,False,-0.053803373452596004,0.0,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.242972410515406
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.18189753496105054,0.15653844809851214,False,0.2239630755035379,0.2239630755035379,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1994912816619783
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.00048437916094787314,0.0007550975899679457,False,0.49489073844630693,0.49489073844630693,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.000484496491477
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0003265108572931552,0.0007550975899679457,False,0.7040455891702454,0.7040455891702454,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0003265641677652
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0006073281227351873,0.0007550975899679457,False,0.33197657482333864,0.33197657482333864,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0006075125838003
17_mpred,Granite/DeepSeek/Falcon,mpred_top5_alpha_0_95,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0008203417628061399,0.0007550975899679457,False,0.049674321220227524,0.049674321220227524,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0008206783351385
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0004229611557815538,0.0007550975899679457,False,0.5762654850086053,0.5762654850086053,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0004230506164635
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.09884632984759874,0.13306293354753373,False,0.3764044722712442,0.3764044722712442,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1038966505576955
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.1205333717563924,0.13306293354753373,False,0.19452259307894781,0.19452259307894781,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1280983869621606
17_mpred,Granite/DeepSeek/Falcon,mpred_top10_alpha_0_95,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.1072538633775439,0.13306293354753373,False,0.30636112670961646,0.30636112670961646,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1132168235936093
17_mpred,Granite/DeepSeek/Falcon,mpred_top5_alpha_0_95,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.11984191494876395,0.13306293354753373,False,0.2003826900399691,0.2003826900399691,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.127318625269654
17_mpred,Granite/DeepSeek/Falcon,static_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.10955157994751767,0.13306293354753373,False,0.28711611579503327,0.28711611579503327,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.115777621202058
17_mpred,Granite/DeepSeek/Falcon,m11b_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.00041700434936575714,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0004170913077663
17_mpred,Granite/DeepSeek/Falcon,m11b_top5,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0005775301107231318,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.000577696913347
