method_id,paper,split,status,source_path,matched_condition,matched_accuracy,best_baseline_condition,best_baseline_accuracy,delta_vs_best_baseline,ci95_low_vs_best_baseline,ci95_high_vs_best_baseline,paired_n,regime,n,median_recovery,cvar25_recovery,worst_recovery,no_gap_rows,total_rows,note
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_finalpos8_20260528T2251Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,1,0.8123407220634444,0.8123407220634444,0.8123407220634444,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_finalpos8_20260528T2251Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,1,,,,0,1,denominator audit only; cannot promote a method
C_A1_cvar_evt_clip_grid,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_holdout_20260528T2144Z/per_trace_metrics.json,,,,,,,,,paroquant_w4a16,3,0.9962972423079028,0.8471380975022251,0.8471380975022251,0,3,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_granite_clip_tight_holdout_20260528T2144Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,3,,,,0,3,denominator audit only; cannot promote a method
C_F_survival_stable_core,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_20260528T2052Z/per_trace_metrics.json,,,,,,,,,driftrot_residual_w4a16,1,-1088.8645513767176,-1088.8645513767176,-1088.8645513767176,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
C_F_survival_stable_core,channel_set,dev,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_20260528T2052Z/per_trace_metrics.json,,,,,,,,,reference_paroquant_w4a16,1,5.939623575264381,5.939623575264381,5.939623575264381,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_20260528T2052Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,1,,,,0,1,denominator audit only; cannot promote a method
C_F_survival_stable_core,channel_set,gate,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_fixed_20260528T2116Z/per_trace_metrics.json,,,,,,,,,driftrot_residual_w4a16,1,-12.293656857340855,-12.293656857340855,-12.293656857340855,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
C_F_survival_stable_core,channel_set,gate,AMBIGUOUS,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_fixed_20260528T2116Z/per_trace_metrics.json,,,,,,,,,reference_paroquant_w4a16,1,5.939623575264381,5.939623575264381,5.939623575264381,0,1,offline row-filtered per-trace recovery; confirmation still needs held-out/fresh or GPU as applicable
CE21_no_gap_filter,channel_set,dev_gate,CPU_SCREENED,experimental/outlier_migrate/phase9/results/om_driftrot_residual_granite_tail4_diag_fixed_20260528T2116Z/per_trace_metrics.json,,,,,,,,,no_gap_denominator_audit,1,,,,0,1,denominator audit only; cannot promote a method
